,product_id,product_type,product_name,size,colour,price,quantity_available_product,description,customer_id,gender,age,city,state,order_id,order_date,delivery_date,sales_id,price_per_unit,quantity_product_sales,total_price,profit_per_product (dollar),total_profit (dollars),discount_per_product,profit_per_product_official,season,delivery_time (days)
740,1173,Trousers,High-Waisted,L,green,98,75,"A green coloured, L sized, High-Waisted Trousers",828,Female,57,East Zacharystad,Queensland,158,2021-07-13,2021-08-04,740,99,2,198,1,2,0.0,1.02,Winter,22
741,975,Trousers,Slim-Fit,XS,violet,119,70,"A violet coloured, XS sized, Slim-Fit Trousers",828,Female,57,East Zacharystad,Queensland,158,2021-07-13,2021-08-04,741,97,2,194,0,0,18.49,0.0,Winter,22
742,238,Shirt,Chambray,L,indigo,105,79,"A indigo coloured, L sized, Chambray Shirt",828,Female,57,East Zacharystad,Queensland,158,2021-07-13,2021-08-04,742,106,1,106,1,1,0.0,0.95,Winter,22
743,130,Shirt,Denim,XS,indigo,115,79,"A indigo coloured, XS sized, Denim Shirt",828,Female,57,East Zacharystad,Queensland,158,2021-07-13,2021-08-04,743,92,2,184,0,0,20.0,0.0,Winter,22
744,257,Shirt,Polo,M,yellow,117,52,"A yellow coloured, M sized, Polo Shirt",828,Female,57,East Zacharystad,Queensland,158,2021-07-13,2021-08-04,744,95,2,190,0,0,18.8,0.0,Winter,22
745,100,Shirt,Flannel,XS,violet,96,72,"A violet coloured, XS sized, Flannel Shirt",828,Female,57,East Zacharystad,Queensland,158,2021-07-13,2021-08-04,745,118,3,354,22,66,0.0,22.92,Winter,22
746,118,Shirt,Denim,L,yellow,115,75,"A yellow coloured, L sized, Denim Shirt",208,Bigender,71,Josephland,South Australia,159,2021-09-05,2021-09-13,746,92,2,184,0,0,20.0,0.0,Spring,8
747,172,Shirt,Linen,M,violet,116,44,"A violet coloured, M sized, Linen Shirt",208,Bigender,71,Josephland,South Australia,159,2021-09-05,2021-09-13,747,91,2,182,0,0,21.55,0.0,Spring,8
748,209,Shirt,Camp Collared,XL,violet,112,40,"A violet coloured, XL sized, Camp Collared Shirt",208,Bigender,71,Josephland,South Australia,159,2021-09-05,2021-09-13,748,98,2,196,0,0,12.5,0.0,Spring,8
749,410,Shirt,Casual Slim Fit,XS,indigo,113,57,"A indigo coloured, XS sized, Casual Slim Fit Shirt",208,Bigender,71,Josephland,South Australia,159,2021-09-05,2021-09-13,749,119,3,357,6,18,0.0,5.31,Spring,8
750,765,Jacket,Peacoat,XS,violet,102,54,"A violet coloured, XS sized, Peacoat Jacket",725,Non-binary,23,Gracemouth,Northern Territory,160,2021-07-31,2021-08-06,750,109,1,109,7,7,0.0,6.86,Winter,6
751,117,Shirt,Denim,M,yellow,115,67,"A yellow coloured, M sized, Denim Shirt",725,Non-binary,23,Gracemouth,Northern Territory,160,2021-07-31,2021-08-06,751,92,1,92,0,0,20.0,0.0,Winter,6
752,94,Shirt,Flannel,XL,blue,96,61,"A blue coloured, XL sized, Flannel Shirt",725,Non-binary,23,Gracemouth,Northern Territory,160,2021-07-31,2021-08-06,752,118,1,118,22,22,0.0,22.92,Winter,6
753,1213,Trousers,Pleated,L,blue,90,79,"A blue coloured, L sized, Pleated Trousers",725,Non-binary,23,Gracemouth,Northern Territory,160,2021-07-31,2021-08-06,753,105,1,105,15,15,0.0,16.67,Winter,6
754,437,Jacket,Denim,M,green,92,79,"A green coloured, M sized, Denim Jacket",725,Non-binary,23,Gracemouth,Northern Territory,160,2021-07-31,2021-08-06,754,107,2,214,15,30,0.0,16.3,Winter,6
755,1102,Trousers,Cropped,M,green,99,65,"A green coloured, M sized, Cropped Trousers",725,Non-binary,23,Gracemouth,Northern Territory,160,2021-07-31,2021-08-06,755,115,1,115,16,16,0.0,16.16,Winter,6
756,122,Shirt,Denim,M,green,115,66,"A green coloured, M sized, Denim Shirt",725,Non-binary,23,Gracemouth,Northern Territory,160,2021-07-31,2021-08-06,756,92,2,184,0,0,20.0,0.0,Winter,6
757,878,Trousers,Cords,L,red,113,53,"A red coloured, L sized, Cords Trousers",725,Non-binary,23,Gracemouth,Northern Territory,160,2021-07-31,2021-08-06,757,94,2,188,0,0,16.81,0.0,Winter,6
758,134,Shirt,Denim,XL,indigo,115,58,"A indigo coloured, XL sized, Denim Shirt",725,Non-binary,23,Gracemouth,Northern Territory,160,2021-07-31,2021-08-06,758,92,3,276,0,0,20.0,0.0,Winter,6
759,951,Trousers,Slim-Fit,S,orange,119,55,"A orange coloured, S sized, Slim-Fit Trousers",725,Non-binary,23,Gracemouth,Northern Territory,160,2021-07-31,2021-08-06,759,97,1,97,0,0,18.49,0.0,Winter,6
760,48,Shirt,Dress,L,yellow,119,56,"A yellow coloured, L sized, Dress Shirt",566,Male,23,O'keefeton,Tasmania,161,2021-03-22,2021-04-11,760,104,2,208,0,0,12.61,0.0,Autumn,20
761,1177,Trousers,High-Waisted,M,blue,98,52,"A blue coloured, M sized, High-Waisted Trousers",566,Male,23,O'keefeton,Tasmania,161,2021-03-22,2021-04-11,761,99,2,198,1,2,0.0,1.02,Autumn,20
762,936,Trousers,Drawstring,S,indigo,104,46,"A indigo coloured, S sized, Drawstring Trousers",566,Male,23,O'keefeton,Tasmania,161,2021-03-22,2021-04-11,762,96,1,96,0,0,7.69,0.0,Autumn,20
763,1041,Trousers,Relaxed Leg,S,indigo,95,40,"A indigo coloured, S sized, Relaxed Leg Trousers",566,Male,23,O'keefeton,Tasmania,161,2021-03-22,2021-04-11,763,90,2,180,0,0,5.26,0.0,Autumn,20
764,483,Jacket,Puffer,L,indigo,110,61,"A indigo coloured, L sized, Puffer Jacket",566,Male,23,O'keefeton,Tasmania,161,2021-03-22,2021-04-11,764,118,2,236,8,16,0.0,7.27,Autumn,20
765,525,Jacket,Leather,XS,red,113,67,"A red coloured, XS sized, Leather Jacket",566,Male,23,O'keefeton,Tasmania,161,2021-03-22,2021-04-11,765,98,3,294,0,0,13.27,0.0,Autumn,20
766,63,Shirt,Dress,L,indigo,119,71,"A indigo coloured, L sized, Dress Shirt",566,Male,23,O'keefeton,Tasmania,161,2021-03-22,2021-04-11,766,104,3,312,0,0,12.61,0.0,Autumn,20
767,517,Jacket,Windbreaker,M,indigo,109,56,"A indigo coloured, M sized, Windbreaker Jacket",566,Male,23,O'keefeton,Tasmania,161,2021-03-22,2021-04-11,767,102,2,204,0,0,6.42,0.0,Autumn,20
768,896,Trousers,Cords,S,blue,113,59,"A blue coloured, S sized, Cords Trousers",431,Agender,41,Jademouth,Victoria,162,2021-04-25,2021-05-05,768,94,1,94,0,0,16.81,0.0,Autumn,10
769,1052,Trousers,Joggers,M,red,94,43,"A red coloured, M sized, Joggers Trousers",431,Agender,41,Jademouth,Victoria,162,2021-04-25,2021-05-05,769,93,3,279,0,0,1.06,0.0,Autumn,10
770,1091,Trousers,Cropped,S,orange,99,78,"A orange coloured, S sized, Cropped Trousers",431,Agender,41,Jademouth,Victoria,162,2021-04-25,2021-05-05,770,115,3,345,16,48,0.0,16.16,Autumn,10
771,870,Trousers,Chinos,XS,violet,100,72,"A violet coloured, XS sized, Chinos Trousers",431,Agender,41,Jademouth,Victoria,162,2021-04-25,2021-05-05,771,113,2,226,13,26,0.0,13.0,Autumn,10
772,849,Trousers,Chinos,XL,orange,100,48,"A orange coloured, XL sized, Chinos Trousers",431,Agender,41,Jademouth,Victoria,162,2021-04-25,2021-05-05,772,113,2,226,13,26,0.0,13.0,Autumn,10
773,937,Trousers,Drawstring,M,indigo,104,58,"A indigo coloured, M sized, Drawstring Trousers",84,Female,63,Lake Paigemouth,Northern Territory,163,2021-06-12,2021-06-17,773,96,2,192,0,0,7.69,0.0,Winter,5
774,753,Jacket,Peacoat,L,green,102,73,"A green coloured, L sized, Peacoat Jacket",84,Female,63,Lake Paigemouth,Northern Territory,163,2021-06-12,2021-06-17,774,109,1,109,7,7,0.0,6.86,Winter,5
775,563,Jacket,Bomber,L,red,90,50,"A red coloured, L sized, Bomber Jacket",84,Female,63,Lake Paigemouth,Northern Territory,163,2021-06-12,2021-06-17,775,100,3,300,10,30,0.0,11.11,Winter,5
776,549,Jacket,Leather,XL,blue,113,67,"A blue coloured, XL sized, Leather Jacket",84,Female,63,Lake Paigemouth,Northern Territory,163,2021-06-12,2021-06-17,776,98,2,196,0,0,13.27,0.0,Winter,5
777,43,Shirt,Dress,L,orange,119,73,"A orange coloured, L sized, Dress Shirt",84,Female,63,Lake Paigemouth,Northern Territory,163,2021-06-12,2021-06-17,777,104,3,312,0,0,12.61,0.0,Winter,5
778,682,Jacket,Parka,M,green,119,71,"A green coloured, M sized, Parka Jacket",84,Female,63,Lake Paigemouth,Northern Territory,163,2021-06-12,2021-06-17,778,113,3,339,0,0,5.04,0.0,Winter,5
779,372,Shirt,Henley,M,blue,92,42,"A blue coloured, M sized, Henley Shirt",84,Female,63,Lake Paigemouth,Northern Territory,163,2021-06-12,2021-06-17,779,94,1,94,2,2,0.0,2.17,Winter,5
780,153,Shirt,Linen,L,yellow,116,72,"A yellow coloured, L sized, Linen Shirt",84,Female,63,Lake Paigemouth,Northern Territory,163,2021-06-12,2021-06-17,780,91,2,182,0,0,21.55,0.0,Winter,5
781,1202,Trousers,Pleated,M,yellow,90,54,"A yellow coloured, M sized, Pleated Trousers",412,Polygender,21,Hackettchester,South Australia,164,2021-05-21,2021-06-03,781,105,2,210,15,30,0.0,16.67,Autumn,13
782,604,Jacket,Cardigan,XL,orange,118,75,"A orange coloured, XL sized, Cardigan Jacket",412,Polygender,21,Hackettchester,South Australia,164,2021-05-21,2021-06-03,782,112,1,112,0,0,5.08,0.0,Autumn,13
783,275,Shirt,Polo,XS,violet,117,67,"A violet coloured, XS sized, Polo Shirt",412,Polygender,21,Hackettchester,South Australia,164,2021-05-21,2021-06-03,783,95,2,190,0,0,18.8,0.0,Autumn,13
784,8,Shirt,Oxford Cloth,L,orange,114,48,"A orange coloured, L sized, Oxford Cloth Shirt",412,Polygender,21,Hackettchester,South Australia,164,2021-05-21,2021-06-03,784,96,1,96,0,0,15.79,0.0,Autumn,13
785,425,Jacket,Denim,XS,orange,92,60,"A orange coloured, XS sized, Denim Jacket",412,Polygender,21,Hackettchester,South Australia,164,2021-05-21,2021-06-03,785,107,3,321,15,45,0.0,16.3,Autumn,13
786,1165,Trousers,High-Waisted,XS,yellow,98,64,"A yellow coloured, XS sized, High-Waisted Trousers",389,Agender,41,Lake Lukeberg,South Australia,165,2021-06-23,2021-07-20,786,99,3,297,1,3,0.0,1.02,Winter,27
787,1029,Trousers,Relaxed Leg,XL,yellow,95,54,"A yellow coloured, XL sized, Relaxed Leg Trousers",389,Agender,41,Lake Lukeberg,South Australia,165,2021-06-23,2021-07-20,787,90,1,90,0,0,5.26,0.0,Winter,27
788,118,Shirt,Denim,L,yellow,115,75,"A yellow coloured, L sized, Denim Shirt",389,Agender,41,Lake Lukeberg,South Australia,165,2021-06-23,2021-07-20,788,92,2,184,0,0,20.0,0.0,Winter,27
789,700,Jacket,Trench Coat,XS,red,112,78,"A red coloured, XS sized, Trench Coat Jacket",389,Agender,41,Lake Lukeberg,South Australia,165,2021-06-23,2021-07-20,789,119,1,119,7,7,0.0,6.25,Winter,27
790,679,Jacket,Parka,XL,yellow,119,44,"A yellow coloured, XL sized, Parka Jacket",389,Agender,41,Lake Lukeberg,South Australia,165,2021-06-23,2021-07-20,790,113,1,113,0,0,5.04,0.0,Winter,27
791,1060,Trousers,Joggers,XS,yellow,94,62,"A yellow coloured, XS sized, Joggers Trousers",389,Agender,41,Lake Lukeberg,South Australia,165,2021-06-23,2021-07-20,791,93,2,186,0,0,1.06,0.0,Winter,27
792,26,Shirt,Oxford Cloth,S,indigo,114,59,"A indigo coloured, S sized, Oxford Cloth Shirt",389,Agender,41,Lake Lukeberg,South Australia,165,2021-06-23,2021-07-20,792,96,1,96,0,0,15.79,0.0,Winter,27
793,743,Jacket,Peacoat,L,orange,102,45,"A orange coloured, L sized, Peacoat Jacket",113,Agender,57,North Ruby,South Australia,166,2021-07-11,2021-07-14,793,109,1,109,7,7,0.0,6.86,Winter,3
794,827,Jacket,Shearling,M,blue,95,73,"A blue coloured, M sized, Shearling Jacket",113,Agender,57,North Ruby,South Australia,166,2021-07-11,2021-07-14,794,117,3,351,22,66,0.0,23.16,Winter,3
795,740,Jacket,Peacoat,XS,orange,102,78,"A orange coloured, XS sized, Peacoat Jacket",113,Agender,57,North Ruby,South Australia,166,2021-07-11,2021-07-14,795,109,1,109,7,7,0.0,6.86,Winter,3
796,661,Jacket,Coach,S,violet,115,74,"A violet coloured, S sized, Coach Jacket",113,Agender,57,North Ruby,South Australia,166,2021-07-11,2021-07-14,796,93,2,186,0,0,19.13,0.0,Winter,3
797,217,Shirt,Chambray,M,orange,105,43,"A orange coloured, M sized, Chambray Shirt",113,Agender,57,North Ruby,South Australia,166,2021-07-11,2021-07-14,797,106,2,212,1,2,0.0,0.95,Winter,3
798,430,Jacket,Denim,XS,yellow,92,52,"A yellow coloured, XS sized, Denim Jacket",113,Agender,57,North Ruby,South Australia,166,2021-07-11,2021-07-14,798,107,3,321,15,45,0.0,16.3,Winter,3
799,1035,Trousers,Relaxed Leg,XS,blue,95,54,"A blue coloured, XS sized, Relaxed Leg Trousers",595,Female,60,Ameliaview,South Australia,167,2021-06-26,2021-07-18,799,90,2,180,0,0,5.26,0.0,Winter,22
800,930,Trousers,Drawstring,XS,blue,104,45,"A blue coloured, XS sized, Drawstring Trousers",595,Female,60,Ameliaview,South Australia,167,2021-06-26,2021-07-18,800,96,1,96,0,0,7.69,0.0,Winter,22
801,217,Shirt,Chambray,M,orange,105,43,"A orange coloured, M sized, Chambray Shirt",595,Female,60,Ameliaview,South Australia,167,2021-06-26,2021-07-18,801,106,1,106,1,1,0.0,0.95,Winter,22
802,134,Shirt,Denim,XL,indigo,115,58,"A indigo coloured, XL sized, Denim Shirt",595,Female,60,Ameliaview,South Australia,167,2021-06-26,2021-07-18,802,92,2,184,0,0,20.0,0.0,Winter,22
803,1037,Trousers,Relaxed Leg,M,blue,95,72,"A blue coloured, M sized, Relaxed Leg Trousers",664,Genderfluid,32,East Max,Tasmania,168,2021-01-10,2021-01-27,803,90,3,270,0,0,5.26,0.0,Summer,17
804,1112,Trousers,Cropped,M,indigo,99,73,"A indigo coloured, M sized, Cropped Trousers",664,Genderfluid,32,East Max,Tasmania,168,2021-01-10,2021-01-27,804,115,3,345,16,48,0.0,16.16,Summer,17
805,19,Shirt,Oxford Cloth,XL,green,114,42,"A green coloured, XL sized, Oxford Cloth Shirt",664,Genderfluid,32,East Max,Tasmania,168,2021-01-10,2021-01-27,805,96,1,96,0,0,15.79,0.0,Summer,17
806,439,Jacket,Denim,XL,green,92,59,"A green coloured, XL sized, Denim Jacket",664,Genderfluid,32,East Max,Tasmania,168,2021-01-10,2021-01-27,806,107,1,107,15,15,0.0,16.3,Summer,17
807,605,Jacket,Cardigan,XS,yellow,118,46,"A yellow coloured, XS sized, Cardigan Jacket",664,Genderfluid,32,East Max,Tasmania,168,2021-01-10,2021-01-27,807,112,2,224,0,0,5.08,0.0,Summer,17
808,1016,Trousers,Relaxed Leg,S,red,95,70,"A red coloured, S sized, Relaxed Leg Trousers",996,Agender,59,Lake Danielland,Tasmania,169,2021-03-09,2021-03-12,808,90,2,180,0,0,5.26,0.0,Autumn,3
809,468,Jacket,Puffer,L,yellow,110,46,"A yellow coloured, L sized, Puffer Jacket",996,Agender,59,Lake Danielland,Tasmania,169,2021-03-09,2021-03-12,809,118,3,354,8,24,0.0,7.27,Autumn,3
810,928,Trousers,Drawstring,L,green,104,43,"A green coloured, L sized, Drawstring Trousers",996,Agender,59,Lake Danielland,Tasmania,169,2021-03-09,2021-03-12,810,96,2,192,0,0,7.69,0.0,Autumn,3
811,605,Jacket,Cardigan,XS,yellow,118,46,"A yellow coloured, XS sized, Cardigan Jacket",996,Agender,59,Lake Danielland,Tasmania,169,2021-03-09,2021-03-12,811,112,2,224,0,0,5.08,0.0,Autumn,3
812,722,Jacket,Trench Coat,M,blue,112,46,"A blue coloured, M sized, Trench Coat Jacket",996,Agender,59,Lake Danielland,Tasmania,169,2021-03-09,2021-03-12,812,119,2,238,7,14,0.0,6.25,Autumn,3
813,792,Jacket,Pullover,M,blue,114,44,"A blue coloured, M sized, Pullover Jacket",996,Agender,59,Lake Danielland,Tasmania,169,2021-03-09,2021-03-12,813,91,3,273,0,0,20.18,0.0,Autumn,3
814,526,Jacket,Leather,S,red,113,80,"A red coloured, S sized, Leather Jacket",996,Agender,59,Lake Danielland,Tasmania,169,2021-03-09,2021-03-12,814,98,3,294,0,0,13.27,0.0,Autumn,3
815,1062,Trousers,Joggers,M,yellow,94,72,"A yellow coloured, M sized, Joggers Trousers",996,Agender,59,Lake Danielland,Tasmania,169,2021-03-09,2021-03-12,815,93,1,93,0,0,1.06,0.0,Autumn,3
816,751,Jacket,Peacoat,S,green,102,41,"A green coloured, S sized, Peacoat Jacket",996,Agender,59,Lake Danielland,Tasmania,169,2021-03-09,2021-03-12,816,109,2,218,7,14,0.0,6.86,Autumn,3
817,673,Jacket,Parka,L,orange,119,77,"A orange coloured, L sized, Parka Jacket",867,Bigender,36,Port Davidburgh,Tasmania,170,2021-08-17,2021-09-03,817,113,3,339,0,0,5.04,0.0,Winter,17
818,357,Shirt,Henley,M,orange,92,70,"A orange coloured, M sized, Henley Shirt",867,Bigender,36,Port Davidburgh,Tasmania,170,2021-08-17,2021-09-03,818,94,1,94,2,2,0.0,2.17,Winter,17
819,345,Shirt,Mandarin Collar,XS,violet,108,52,"A violet coloured, XS sized, Mandarin Collar Shirt",867,Bigender,36,Port Davidburgh,Tasmania,170,2021-08-17,2021-09-03,819,109,1,109,1,1,0.0,0.93,Winter,17
820,1224,Trousers,Pleated,XL,violet,90,65,"A violet coloured, XL sized, Pleated Trousers",867,Bigender,36,Port Davidburgh,Tasmania,170,2021-08-17,2021-09-03,820,105,2,210,15,30,0.0,16.67,Winter,17
821,899,Trousers,Cords,XL,blue,113,65,"A blue coloured, XL sized, Cords Trousers",867,Bigender,36,Port Davidburgh,Tasmania,170,2021-08-17,2021-09-03,821,94,2,188,0,0,16.81,0.0,Winter,17
822,520,Jacket,Windbreaker,XS,violet,109,68,"A violet coloured, XS sized, Windbreaker Jacket",443,Bigender,49,Crooksshire,Victoria,171,2021-09-14,2021-09-16,822,102,2,204,0,0,6.42,0.0,Spring,2
823,655,Jacket,Coach,XS,indigo,115,42,"A indigo coloured, XS sized, Coach Jacket",443,Bigender,49,Crooksshire,Victoria,171,2021-09-14,2021-09-16,823,93,1,93,0,0,19.13,0.0,Spring,2
824,812,Jacket,Shearling,M,orange,95,45,"A orange coloured, M sized, Shearling Jacket",443,Bigender,49,Crooksshire,Victoria,171,2021-09-14,2021-09-16,824,117,1,117,22,22,0.0,23.16,Spring,2
825,444,Jacket,Denim,XL,blue,92,80,"A blue coloured, XL sized, Denim Jacket",443,Bigender,49,Crooksshire,Victoria,171,2021-09-14,2021-09-16,825,107,3,321,15,45,0.0,16.3,Spring,2
826,785,Jacket,Pullover,XS,green,114,70,"A green coloured, XS sized, Pullover Jacket",443,Bigender,49,Crooksshire,Victoria,171,2021-09-14,2021-09-16,826,91,1,91,0,0,20.18,0.0,Spring,2
827,85,Shirt,Flannel,XS,green,96,55,"A green coloured, XS sized, Flannel Shirt",443,Bigender,49,Crooksshire,Victoria,171,2021-09-14,2021-09-16,827,118,2,236,22,44,0.0,22.92,Spring,2
828,198,Shirt,Camp Collared,L,blue,112,56,"A blue coloured, L sized, Camp Collared Shirt",443,Bigender,49,Crooksshire,Victoria,171,2021-09-14,2021-09-16,828,98,2,196,0,0,12.5,0.0,Spring,2
829,314,Shirt,Cuban Collar,XL,violet,93,44,"A violet coloured, XL sized, Cuban Collar Shirt",443,Bigender,49,Crooksshire,Victoria,171,2021-09-14,2021-09-16,829,105,2,210,12,24,0.0,12.9,Spring,2
830,574,Jacket,Bomber,XL,yellow,90,50,"A yellow coloured, XL sized, Bomber Jacket",224,Genderfluid,78,Hansenberg,New South Wales,172,2021-01-05,2021-01-27,830,100,3,300,10,30,0.0,11.11,Summer,22
831,413,Shirt,Casual Slim Fit,L,indigo,113,60,"A indigo coloured, L sized, Casual Slim Fit Shirt",224,Genderfluid,78,Hansenberg,New South Wales,172,2021-01-05,2021-01-27,831,119,1,119,6,6,0.0,5.31,Summer,22
832,1156,Trousers,High-Waisted,S,red,98,80,"A red coloured, S sized, High-Waisted Trousers",224,Genderfluid,78,Hansenberg,New South Wales,172,2021-01-05,2021-01-27,832,99,2,198,1,2,0.0,1.02,Summer,22
833,683,Jacket,Parka,L,green,119,55,"A green coloured, L sized, Parka Jacket",224,Genderfluid,78,Hansenberg,New South Wales,172,2021-01-05,2021-01-27,833,113,3,339,0,0,5.04,0.0,Summer,22
834,706,Jacket,Trench Coat,S,orange,112,41,"A orange coloured, S sized, Trench Coat Jacket",224,Genderfluid,78,Hansenberg,New South Wales,172,2021-01-05,2021-01-27,834,119,3,357,7,21,0.0,6.25,Summer,22
835,1245,Trousers,Tracksuit Bottoms,XS,blue,91,42,"A blue coloured, XS sized, Tracksuit Bottoms Trousers",224,Genderfluid,78,Hansenberg,New South Wales,172,2021-01-05,2021-01-27,835,112,3,336,21,63,0.0,23.08,Summer,22
836,1005,Trousers,Wool,XS,indigo,111,43,"A indigo coloured, XS sized, Wool Trousers",435,Agender,41,South Tobyton,South Australia,173,2021-06-06,2021-07-01,836,106,2,212,0,0,4.5,0.0,Winter,25
837,1174,Trousers,High-Waisted,XL,green,98,78,"A green coloured, XL sized, High-Waisted Trousers",497,Bigender,31,North Aidentown,Northern Territory,174,2021-02-22,2021-03-17,837,99,1,99,1,1,0.0,1.02,Summer,23
838,634,Jacket,Coach,XL,red,115,46,"A red coloured, XL sized, Coach Jacket",497,Bigender,31,North Aidentown,Northern Territory,174,2021-02-22,2021-03-17,838,93,3,279,0,0,19.13,0.0,Summer,23
839,795,Jacket,Pullover,XS,indigo,114,78,"A indigo coloured, XS sized, Pullover Jacket",497,Bigender,31,North Aidentown,Northern Territory,174,2021-02-22,2021-03-17,839,91,1,91,0,0,20.18,0.0,Summer,23
840,329,Shirt,Mandarin Collar,XL,yellow,108,43,"A yellow coloured, XL sized, Mandarin Collar Shirt",309,Genderqueer,29,Lake Edward,Queensland,175,2021-03-22,2021-04-16,840,109,1,109,1,1,0.0,0.93,Autumn,25
841,165,Shirt,Linen,XS,indigo,116,70,"A indigo coloured, XS sized, Linen Shirt",309,Genderqueer,29,Lake Edward,Queensland,175,2021-03-22,2021-04-16,841,91,1,91,0,0,21.55,0.0,Autumn,25
842,968,Trousers,Slim-Fit,L,blue,119,49,"A blue coloured, L sized, Slim-Fit Trousers",309,Genderqueer,29,Lake Edward,Queensland,175,2021-03-22,2021-04-16,842,97,3,291,0,0,18.49,0.0,Autumn,25
843,1207,Trousers,Pleated,M,green,90,41,"A green coloured, M sized, Pleated Trousers",309,Genderqueer,29,Lake Edward,Queensland,175,2021-03-22,2021-04-16,843,105,3,315,15,45,0.0,16.67,Autumn,25
844,381,Shirt,Henley,S,violet,92,43,"A violet coloured, S sized, Henley Shirt",309,Genderqueer,29,Lake Edward,Queensland,175,2021-03-22,2021-04-16,844,94,3,282,2,6,0.0,2.17,Autumn,25
845,890,Trousers,Cords,XS,green,113,50,"A green coloured, XS sized, Cords Trousers",309,Genderqueer,29,Lake Edward,Queensland,175,2021-03-22,2021-04-16,845,94,3,282,0,0,16.81,0.0,Autumn,25
846,66,Shirt,Dress,S,violet,119,69,"A violet coloured, S sized, Dress Shirt",309,Genderqueer,29,Lake Edward,Queensland,175,2021-03-22,2021-04-16,846,104,1,104,0,0,12.61,0.0,Autumn,25
847,1052,Trousers,Joggers,M,red,94,43,"A red coloured, M sized, Joggers Trousers",309,Genderqueer,29,Lake Edward,Queensland,175,2021-03-22,2021-04-16,847,93,1,93,0,0,1.06,0.0,Autumn,25
848,704,Jacket,Trench Coat,XL,red,112,40,"A red coloured, XL sized, Trench Coat Jacket",574,Polygender,53,Zacharybury,Northern Territory,176,2021-09-26,2021-10-04,848,119,1,119,7,7,0.0,6.25,Spring,8
849,642,Jacket,Coach,M,yellow,115,48,"A yellow coloured, M sized, Coach Jacket",574,Polygender,53,Zacharybury,Northern Territory,176,2021-09-26,2021-10-04,849,93,1,93,0,0,19.13,0.0,Spring,8
850,124,Shirt,Denim,XL,green,115,52,"A green coloured, XL sized, Denim Shirt",574,Polygender,53,Zacharybury,Northern Territory,176,2021-09-26,2021-10-04,850,92,1,92,0,0,20.0,0.0,Spring,8
851,24,Shirt,Oxford Cloth,XL,blue,114,60,"A blue coloured, XL sized, Oxford Cloth Shirt",574,Polygender,53,Zacharybury,Northern Territory,176,2021-09-26,2021-10-04,851,96,3,288,0,0,15.79,0.0,Spring,8
852,1095,Trousers,Cropped,XS,yellow,99,41,"A yellow coloured, XS sized, Cropped Trousers",574,Polygender,53,Zacharybury,Northern Territory,176,2021-09-26,2021-10-04,852,115,3,345,16,48,0.0,16.16,Spring,8
853,1028,Trousers,Relaxed Leg,L,yellow,95,65,"A yellow coloured, L sized, Relaxed Leg Trousers",574,Polygender,53,Zacharybury,Northern Territory,176,2021-09-26,2021-10-04,853,90,1,90,0,0,5.26,0.0,Spring,8
854,64,Shirt,Dress,XL,indigo,119,75,"A indigo coloured, XL sized, Dress Shirt",315,Genderqueer,49,East Michaelmouth,Australian Capital Territory,177,2021-08-20,2021-09-01,854,104,1,104,0,0,12.61,0.0,Winter,12
855,256,Shirt,Polo,S,yellow,117,77,"A yellow coloured, S sized, Polo Shirt",315,Genderqueer,49,East Michaelmouth,Australian Capital Territory,177,2021-08-20,2021-09-01,855,95,1,95,0,0,18.8,0.0,Winter,12
856,257,Shirt,Polo,M,yellow,117,52,"A yellow coloured, M sized, Polo Shirt",315,Genderqueer,49,East Michaelmouth,Australian Capital Territory,177,2021-08-20,2021-09-01,856,95,2,190,0,0,18.8,0.0,Winter,12
857,207,Shirt,Camp Collared,M,violet,112,41,"A violet coloured, M sized, Camp Collared Shirt",315,Genderqueer,49,East Michaelmouth,Australian Capital Territory,177,2021-08-20,2021-09-01,857,98,1,98,0,0,12.5,0.0,Winter,12
858,976,Trousers,Slim-Fit,S,violet,119,46,"A violet coloured, S sized, Slim-Fit Trousers",315,Genderqueer,49,East Michaelmouth,Australian Capital Territory,177,2021-08-20,2021-09-01,858,97,3,291,0,0,18.49,0.0,Winter,12
859,1059,Trousers,Joggers,XL,orange,94,44,"A orange coloured, XL sized, Joggers Trousers",315,Genderqueer,49,East Michaelmouth,Australian Capital Territory,177,2021-08-20,2021-09-01,859,93,3,279,0,0,1.06,0.0,Winter,12
860,593,Jacket,Bomber,L,violet,90,68,"A violet coloured, L sized, Bomber Jacket",236,Non-binary,80,East Sienna,New South Wales,178,2021-02-02,2021-02-08,860,100,1,100,10,10,0.0,11.11,Summer,6
861,307,Shirt,Cuban Collar,M,indigo,93,58,"A indigo coloured, M sized, Cuban Collar Shirt",236,Non-binary,80,East Sienna,New South Wales,178,2021-02-02,2021-02-08,861,105,1,105,12,12,0.0,12.9,Summer,6
862,1023,Trousers,Relaxed Leg,L,orange,95,78,"A orange coloured, L sized, Relaxed Leg Trousers",236,Non-binary,80,East Sienna,New South Wales,178,2021-02-02,2021-02-08,862,90,1,90,0,0,5.26,0.0,Summer,6
863,182,Shirt,Camp Collared,M,orange,112,65,"A orange coloured, M sized, Camp Collared Shirt",161,Agender,29,Port Jade,Western Australia,179,2021-06-10,2021-06-27,863,98,2,196,0,0,12.5,0.0,Winter,17
